age,vintage,bottled,avp,size,price,name,bottling,bottler,loc/type
17.0,1978.0,1995.0,57.90%,50,16.650000000000002,Aberfeldy,"Cadenhead, Highlands Single Malt",Cadenhead, Highlands Single Malt
17.0,1980.0,1997.0,62.00%,700,299.70000000000005,Aberfeldy Flora & Fauna,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
14.0,1999.0,2013.0,58.40%,700,193.14000000000001,Aberfeldy Single Cask (Festival Bottling),"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
14.0,2001.0,2015.0,51.60%,700,142.08,Aberfeldy Hand Filled,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
17.0,1999.0,2016.0,52.80%,700,248.64000000000001,Aberlour Cask Strength (Distillery Exclusive),"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
14.0,1979.0,1993.0,58.00%,700,421.8,Allt-a-Bhainne 108.1,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society, Speyside Single Malt
19.0,1974.0,1993.0,46.00%,700,574.98,Ardbeg First Cask,"Direct Wines, Islay Single Malt",Direct Wines, Islay Single Malt
26.0,1975.0,2001.0,43.00%,700,601.62,Ardbeg,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
25.0,1975.0,2000.0,43.00%,700,611.61,Ardbeg,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
25.0,1976.0,2001.0,46.00%,700,644.9100000000001,Ardbeg,"Silver Seal, Islay Single Malt",Silver Seal, Islay Single Malt
20.0,1978.0,1998.0,43.00%,700,511.71000000000004,Ardbeg,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
16.0,1990.0,2006.0,46.00%,700,209.79000000000002,Ardbeg Airigh Nam Beist,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
13.0,1993.0,2006.0,58.00%,700,112.11000000000001,Ardbeg Authentic Collection,"Cadenhead, Islay Single Malt",Cadenhead, Islay Single Malt
6.0,1997.0,2003.0,58.90%,700,482.85,Ardbeg Very Young (Committee Release),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
11.0,1998.0,2009.0,55.60%,700,667.11,Ardbeg Single Cask (Cask Strength),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
9.0,2007.0,2016.0,60.20%,700,218.67000000000002,Ardbeg 33.135,"Scotch Malt Whisky Society, Islay Single Malt",Scotch Malt Whisky Society, Islay Single Malt
9.0,1998.0,2007.0,54.10%,700,152.07000000000002,Ardbeg Almost There,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
13.0,1999.0,2012.0,49.00%,700,184.26000000000002,Ardbeg Galileo,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
10.0,1998.0,2008.0,55.90%,700,166.50000000000003,Ardbeg Renaissance,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
8.0,1998.0,2006.0,56.20%,700,154.29000000000002,Ardbeg Still Young,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
6.0,1998.0,2004.0,58.30%,700,352.98,Ardbeg Very Young,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
22.0,1965.0,1987.0,46.00%,700,953.4900000000001,Ardmore,"Cadenhead, Highlands Single Malt",Cadenhead, Highlands Single Malt
21.0,1995.0,2016.0,48.80%,700,294.15000000000003,Arran Single Cask (Malt and Music Festival 2017),"Original Bottling, Islands Single Malt",Original Bottling, Islands Single Malt
19.0,1996.0,2015.0,53.30%,700,105.45,Arran Single Cask,"Cadenhead, Islands Single Malt",Cadenhead, Islands Single Malt
20.0,1996.0,2016.0,49.10%,700,197.58,Arran,"Original Bottling, Islands Single Malt",Original Bottling, Islands Single Malt
20.0,1997.0,2017.0,44.40%,700,220.89000000000001,Arran Old Particular,"Douglas Laing, Islands Single Malt",Douglas Laing, Islands Single Malt
19.0,1997.0,2016.0,50.30%,700,436.23,Arran Single Cask (Malt and Music Festival 2017),"Original Bottling, Islands Single Malt",Original Bottling, Islands Single Malt
24.0,1975.0,1999.0,55.40%,700,311.91,Aberfeldy,"The Bottlers, Highlands Single Malt",The Bottlers, Highlands Single Malt
16.0,1998.0,2014.0,55.20%,700,144.3,Aberfeldy Hand Filled,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
13.0,1996.0,2009.0,46.00%,700,357.42,Arran Icons of Arran (Peacock),"Original Bottling, Islands Single Malt",Original Bottling, Islands Single Malt
21.0,1996.0,2017.0,52.50%,700,300.81,Arran White Stag (Third Release),"Original Bottling, Islands Single Malt",Original Bottling, Islands Single Malt
31.0,1966.0,1997.0,45.80%,700,640.47,Auchentoshan Single Cask,"Original Bottling, Lowlands Single Malt",Original Bottling, Lowlands Single Malt
21.0,1970.0,1991.0,43.00%,700,338.55,Auchentoshan,"Original Bottling, Lowlands Single Malt",Original Bottling, Lowlands Single Malt
21.0,1972.0,1993.0,43.00%,700,205.35000000000002,Auchentoshan,"Original Bottling, Lowlands Single Malt",Original Bottling, Lowlands Single Malt
32.0,1979.0,2011.0,50.50%,700,581.6400000000001,Auchentoshan (Oloroso Sherry Cask),"Original Bottling, Lowlands Single Malt",Original Bottling, Lowlands Single Malt
9.0,2008.0,2017.0,59.20%,200,39.96,Auchentoshan Distillery Cask (Oloroso Cask),"Original Bottling, Lowlands Single Malt",Original Bottling, Lowlands Single Malt
16.0,1999.0,2015.0,55.60%,700,253.08,Auchroisk Manager´s Dram,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
18.0,1996.0,2014.0,46.00%,700,56.61000000000001,Auchroisk Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
10.0,2006.0,2016.0,46.00%,700,45.510000000000005,Auchroisk,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
14.0,1973.0,1987.0,46.00%,750,795.8700000000001,Aultmore,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
14.0,1983.0,1997.0,58.80%,700,216.45000000000002,Aultmore Flora & Fauna,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
21.0,1964.0,1985.0,57.80%,750,769.23,Balblair,"Intertrade, Highlands Single Malt",Intertrade, Highlands Single Malt
22.0,1975.0,1997.0,46.00%,700,196.47000000000003,Balblair First Cask,"Direct Wines, Highlands Single Malt",Direct Wines, Highlands Single Malt
28.0,1987.0,2015.0,53.30%,700,539.46,Balblair Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
,1989.0,,60.10%,700,241.98000000000002,Balblair Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
17.0,1999.0,2016.0,51.90%,700,198.69000000000003,Balblair Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
10.0,2005.0,2015.0,46.00%,700,55.50000000000001,Balblair 1st Release,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
11.0,2006.0,2017.0,55.90%,700,135.42000000000002,Balblair 70.22,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society, Highlands Single Malt
28.0,1974.0,2002.0,40.00%,50,9.99,Balmenach,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
25.0,1977.0,2002.0,58.00%,700,248.64000000000001,Balmenach Golden Jubilee,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
15.0,1977.0,1992.0,50.40%,700,278.61,Balvenie Single Barrel,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
15.0,1977.0,1992.0,50.40%,700,315.24,Balvenie Single Barrel,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
15.0,1980.0,1995.0,50.40%,700,210.9,Balvenie Single Barrel,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
21.0,1980.0,2001.0,47.80%,700,372.96000000000004,Balvenie Single Barrel,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
,1991.0,,40.00%,700,167.61,Balvenie Port Wood,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
24.0,1974.0,1998.0,40.00%,700,258.63,Banff Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
33.0,1975.0,2008.0,48.30%,700,401.82000000000005,Banff The Cross Hill,"Jumping Jack Productions, Speyside Single Malt",Jumping Jack Productions, Speyside Single Malt
18.0,1978.0,1996.0,43.00%,50,42.18000000000001,Banff,"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
25.0,1980.0,2005.0,53.10%,700,263.07000000000005,Banff Rarest of the Rare,"Duncan Taylor, Speyside Single Malt",Duncan Taylor, Speyside Single Malt
21.0,1982.0,2003.0,57.10%,700,366.3,Banff Rare Malts,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
43.0,1970.0,2013.0,44.70%,700,417.36,Ben Nevis,"Berry Bros & Rudd, Highlands Single Malt",Berry Bros & Rudd, Highlands Single Malt
13.0,1990.0,2003.0,61.60%,700,135.42000000000002,Ben Nevis Port Wood Finish,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
26.0,1990.0,2016.0,60.50%,700,270.84000000000003,Ben Nevis Velier Anniversary 70th Anniversary,"Velier, Highlands Single Malt",Velier, Highlands Single Malt
25.0,1991.0,2016.0,61.30%,700,480.63000000000005,Ben Nevis Single Sherry Cask,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
20.0,1997.0,2017.0,50.00%,700,138.75,Ben Nevis Old Particular,"Douglas Laing, Highlands Single Malt",Douglas Laing, Highlands Single Malt
,1982.0,,62.40%,750,188.70000000000002,BenRiach Cask Strength,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
11.0,1982.0,1993.0,60.00%,50,32.190000000000005,BenRiach,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society, Speyside Single Malt
24.0,1991.0,2015.0,50.60%,700,227.55,BenRiach Single Cask (Burgundy Finish),"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
20.0,1995.0,2015.0,53.90%,700,169.83,BenRiach Single Cask (Madeira Finish),"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
18.0,1996.0,2014.0,54.40%,700,150.96,BenRiach Single Cask (Pedro Ximénez Finish),"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
,1968.0,,40.00%,750,264.18,Benrinnes Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
,1968.0,,40.00%,50,9.99,Benrinnes,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
26.0,1982.0,2008.0,57.40%,700,375.18,Benrinnes,"The Bottlers, Speyside Single Malt",The Bottlers, Speyside Single Malt
28.0,1988.0,2016.0,50.40%,700,169.83,Benrinnes,"Murray McDavid, Speyside Single Malt",Murray McDavid, Speyside Single Malt
18.0,1978.0,1996.0,43.00%,50,22.200000000000003,Benromach,"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
16.0,1980.0,1996.0,46.00%,700,144.3,Bladnoch First Cask,"Direct Wines, Lowlands Single Malt",Direct Wines, Lowlands Single Malt
10.0,1984.0,1994.0,43.00%,50,21.090000000000003,Bladnoch,"Signatory Vintage, Lowlands Single Malt",Signatory Vintage, Lowlands Single Malt
21.0,1973.0,1994.0,46.00%,700,193.14000000000001,Blair Athol First Cask,"Direct Wines, Highlands Single Malt",Direct Wines, Highlands Single Malt
12.0,2002.0,2014.0,59.60%,700,237.54000000000002,Bowmore (Feis Ile 2015),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
22.0,1965.0,1987.0,43.00%,50,212.01000000000002,Bowmore Prestonfield (1980s),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
22.0,1982.0,2004.0,46.00%,700,167.61,Bowmore First Cask,"Direct Wines, Islay Single Malt",Direct Wines, Islay Single Malt
16.0,1984.0,2000.0,58.80%,700,365.19000000000005,Bowmore,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
24.0,1989.0,2013.0,53.30%,700,730.3800000000001,Bowmore (Feis Ile 2014),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
25.0,1991.0,2016.0,54.60%,700,429.57000000000005,Bowmore Càrn Mòr (Celebration of the Cask),"Scottish Liqueur Centre, Islay Single Malt",Scottish Liqueur Centre, Islay Single Malt
17.0,1993.0,2010.0,54.60%,700,225.33,Bowmore,"The Perfect Dram, Islay Single Malt",The Perfect Dram, Islay Single Malt
19.0,1996.0,2015.0,55.00%,700,148.74,Bowmore 3.263,"Scotch Malt Whisky Society, Islay Single Malt",Scotch Malt Whisky Society, Islay Single Malt
19.0,1998.0,2017.0,54.30%,700,457.32000000000005,Bowmore Hand Filled (Feis Ile 2017),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
17.0,1998.0,2015.0,53.10%,700,214.23000000000002,Bowmore Stillman´s Dram (Distillery Exclusive),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
8.0,1999.0,2007.0,57.40%,700,165.39000000000001,Bowmore (Feis Ile 2008),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
9.0,1999.0,2008.0,57.10%,700,155.4,Bowmore (Feis Ile 2009),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
17.0,1999.0,2016.0,57.00%,700,138.75,Bowmore 3.293,"Scotch Malt Whisky Society, Islay Single Malt",Scotch Malt Whisky Society, Islay Single Malt
28.0,1977.0,2005.0,53.30%,700,411.81000000000006,Brechin Cask Strength,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
33.0,1970.0,2003.0,52.40%,700,442.89000000000004,Brechin Old & Rare (Platinum Selection),"Douglas Laing, Highlands Single Malt",Douglas Laing, Highlands Single Malt
27.0,1981.0,2008.0,53.80%,700,657.12,Brora,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
17.0,1966.0,1983.0,53.50%,750,610.5,Bruichladdich Riserva Veronelli,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
30.0,1970.0,2000.0,47.30%,500,482.85,Bruichladdich Valinch (I Was There),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
30.0,1972.0,2002.0,48.80%,500,483.96000000000004,Bruichladdich Valinch (Continue the Celebration),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
16.0,1979.0,1995.0,43.00%,50,29.970000000000002,Bruichladdich,"Signatory Vintage, Islay Single Malt",Signatory Vintage, Islay Single Malt
18.0,1984.0,2002.0,46.00%,700,167.61,Bruichladdich,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
23.0,1984.0,2007.0,51.00%,700,325.23,Bruichladdich Golder Still,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
22.0,1984.0,2006.0,50.40%,700,366.3,Bruichladdich Redder Still,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
,1986.0,,46.00%,700,270.84000000000003,Bruichladdich LMDW 50th Anniversary,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
19.0,1989.0,2008.0,51.10%,700,377.40000000000003,Bruichladdich Black Art (1st Edition),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
25.0,1990.0,2015.0,48.10%,700,362.97,Bruichladdich Sherry Cask,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
14.0,1991.0,2005.0,46.00%,700,218.67000000000002,Bruichladdich Yellow Submarine WMD II,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
24.0,1993.0,2017.0,50.20%,700,140.97,Bruichladdich,"Cadenhead, Islay Single Malt",Cadenhead, Islay Single Malt
14.0,1993.0,2007.0,46.00%,700,128.76000000000002,Bruichladdich The Italian Collection (Sassicaia French Oak),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
10.0,1998.0,2008.0,46.00%,700,166.50000000000003,Bruichladdich Sherry Edition,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
10.0,1998.0,2008.0,46.00%,700,204.24,Bruichladdich Sherry Edition (Oloroso),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
11.0,2001.0,2012.0,46.00%,700,269.73,Bruichladdich Single Cask (Wee Ruari),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
,2003.0,,55.30%,700,162.06,Bruichladdich Inspiration (Robin Laing),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
12.0,2005.0,2017.0,48.80%,500,168.72000000000003,Bruichladdich Valinch (Chloe Wood ),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
12.0,2005.0,2017.0,54.80%,700,118.77000000000001,Bruichladdich,"Whiskybroker.co.uk, Islay Single Malt",Whiskybroker.co.uk, Islay Single Malt
10.0,2006.0,2016.0,54.80%,700,125.43,Bruichladdich,"Whiskybroker.co.uk, Islay Single Malt",Whiskybroker.co.uk, Islay Single Malt
11.0,2006.0,2017.0,55.70%,700,138.75,Bruichladdich,"Whiskybroker.co.uk, Islay Single Malt",Whiskybroker.co.uk, Islay Single Malt
9.0,2007.0,2016.0,64.00%,500,157.62,Bruichladdich Valinch (Frazer Matthews),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
9.0,2008.0,2017.0,62.60%,500,165.39000000000001,Bruichladdich Valinch (Steven Vanbockrijck),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
,2006.0,,50.00%,700,64.38000000000001,Bruichladdich Islay Barley (Dunlossit Farm),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
19.0,1980.0,1999.0,46.00%,700,144.3,Bunnahabhain First Cask,"Direct Wines, Islay Single Malt",Direct Wines, Islay Single Malt
19.0,1997.0,2016.0,52.20%,700,277.5,Bunnahabhain American Oak (Feis Ile 2017),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
10.0,2003.0,2013.0,57.90%,700,152.07000000000002,Bunnahabhain Artist Collection (Gold Label),"Signatory Vintage, Islay Single Malt",Signatory Vintage, Islay Single Malt
12.0,2004.0,2016.0,55.60%,700,172.05,Bunnahabhain Moine Port Pipe Finish (Feis Ile 2017),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
6.0,2006.0,2012.0,58.20%,700,48.84,Bunnahabhain,"Berry Bros & Rudd, Islay Single Malt",Berry Bros & Rudd, Islay Single Malt
6.0,2003.0,2009.0,58.40%,700,160.95000000000002,Bunnahabhain Moine (Feis Ile 2009),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
12.0,1969.0,1981.0,40.00%,750,590.5200000000001,Caol Ila Connoisseurs Choice (1980s),"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail, Islay Single Malt
14.0,1969.0,1983.0,40.00%,750,669.33,Caol Ila Connoisseurs Choice (1980s),"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail, Islay Single Malt
12.0,1969.0,1981.0,40.00%,50,36.63,Caol Ila,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail, Islay Single Malt
15.0,1975.0,1990.0,40.00%,750,498.39000000000004,Caol Ila Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail, Islay Single Malt
14.0,1980.0,1994.0,65.10%,700,331.89000000000004,Caol Ila 53.7,"Scotch Malt Whisky Society, Islay Single Malt",Scotch Malt Whisky Society, Islay Single Malt
34.0,1982.0,2016.0,60.10%,700,556.11,Caol Ila Small Batch,"Cadenhead, Islay Single Malt",Cadenhead, Islay Single Malt
30.0,1983.0,2013.0,55.10%,700,563.88,Caol Ila,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
11.0,1989.0,2000.0,57.10%,50,15.540000000000001,Caol Ila,"The Whisky Castle, Islay Single Malt",The Whisky Castle, Islay Single Malt
19.0,1996.0,2015.0,60.50%,700,165.39000000000001,Caol Ila 53.233,"Scotch Malt Whisky Society, Islay Single Malt",Scotch Malt Whisky Society, Islay Single Malt
17.0,1998.0,2015.0,57.30%,700,177.60000000000002,Caol Ila (Feis Ile 2015),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
27.0,1968.0,1995.0,46.00%,700,470.64000000000004,Caperdonich Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
24.0,1968.0,1992.0,40.00%,700,324.12,Caperdonich Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
12.0,1968.0,1980.0,40.00%,750,406.26000000000005,Caperdonich Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
32.0,1968.0,2000.0,44.50%,700,338.55,Caperdonich,"Hart Brothers, Speyside Single Malt",Hart Brothers, Speyside Single Malt
30.0,1968.0,1998.0,50.30%,700,624.9300000000001,Caperdonich Millennium Edition,"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
18.0,1996.0,2014.0,50.20%,700,147.63000000000002,Caperdonich Raw Cask,"Blackadder, Speyside Single Malt",Blackadder, Speyside Single Malt
17.0,1996.0,2013.0,58.60%,700,183.15,Caperdonich,"Malts of Scotland, Speyside Single Malt",Malts of Scotland, Speyside Single Malt
27.0,1973.0,2000.0,60.02%,700,340.77000000000004,Cardhu Rare Malts,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
22.0,1982.0,2004.0,57.80%,700,280.83000000000004,Cardhu Cask Strength,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
13.0,1987.0,2000.0,56.90%,700,150.96,Cardhu Authentic Collection,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
7.0,2008.0,2015.0,62.20%,700,705.96,Chichibu Single Cask (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
4.0,2009.0,2013.0,58.20%,700,502.83000000000004,Chichibu Port Pipe Single Cask (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
4.0,2010.0,2014.0,62.40%,700,553.8900000000001,Chichibu Single Cask (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
5.0,2010.0,2015.0,59.30%,700,583.86,Chichibu Single Cask (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
5.0,2011.0,2016.0,61.20%,700,737.0400000000001,Chichibu Ichiro´s Malt Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
6.0,2011.0,2017.0,57.50%,700,697.08,Chichibu Kusuda Cask (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
4.0,2011.0,2015.0,59.50%,700,735.9300000000001,Chichibu Single Beer Barrel (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
6.0,2010.0,2016.0,57.40%,700,549.45,Chichibu Single Cask (Takashimaya),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
,2012.0,,55.70%,700,644.9100000000001,Chichibu Ichiro´s Malt Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
,2012.0,,59.00%,700,549.45,Chichibu Port Pipe (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
,2012.0,,62.00%,700,543.9000000000001,Chichibu Single Cask (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
4.0,2012.0,2016.0,54.50%,700,250.86,Chichibu The Peated (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
5.0,2012.0,2017.0,63.20%,700,840.2700000000001,Chichibu Peated Single Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
4.0,2013.0,2017.0,61.90%,700,873.57,Chichibu Velier 70th Anniversary (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
4.0,2010.0,2014.0,53.50%,700,253.08,Chichibu Chibidaru (Quarter Cask),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
15.0,1980.0,1995.0,43.00%,50,22.200000000000003,Clynelish,"Signatory Vintage, Highlands Single Malt",Signatory Vintage, Highlands Single Malt
15.0,1984.0,1999.0,43.00%,700,185.37,Clynelish,"Dun Eideann, Highlands Single Malt",Dun Eideann, Highlands Single Malt
29.0,1984.0,2013.0,57.60%,700,362.97,Clynelish 26.105,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society, Highlands Single Malt
17.0,1978.0,1995.0,62.00%,50,41.07,Coleburn,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
20.0,1980.0,2000.0,50.00%,700,301.92,Coleburn The Old Malt Cask,"Douglas Laing, Speyside Single Malt",Douglas Laing, Speyside Single Malt
42.0,1960.0,2002.0,40.00%,700,713.73,Convalmore Rare Old,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
12.0,1969.0,1981.0,40.00%,750,382.95000000000005,Convalmore Connoisseurs Choice (1980s),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
,1969.0,,40.00%,50,26.64,Convalmore Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
26.0,1977.0,2003.0,61.40%,700,324.12,Convalmore Authentic Collection,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
24.0,1978.0,2002.0,59.40%,700,397.38000000000005,Convalmore Rare Malts,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
40.0,1966.0,2006.0,45.00%,700,511.71000000000004,Cragganmore Secret Stills (No. 2.1),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
24.0,1982.0,2006.0,46.00%,700,108.78000000000002,Cragganmore First Cask,"Direct Wines, Speyside Single Malt",Direct Wines, Speyside Single Malt
,1984.0,,40.00%,1000,105.45,Cragganmore Distillers Edition (First Release),"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
,1984.0,,40.00%,50,14.430000000000001,Cragganmore Distillers Edition (First Release),"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
29.0,1986.0,2015.0,57.60%,700,222.00000000000003,Cragganmore 37.67,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society, Speyside Single Malt
32.0,1973.0,2005.0,53.90%,700,333.00000000000006,Strathisla Cask Strength (Heavily Peated),"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
22.0,1973.0,1995.0,60.20%,700,407.37000000000006,Craigellachie Rare Malts,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
16.0,1978.0,1994.0,46.00%,700,162.06,Craigellachie First Cask,"Direct Wines, Speyside Single Malt",Direct Wines, Speyside Single Malt
18.0,1981.0,1999.0,43.00%,700,139.86,Craigellachie,"Ian Macleod, Speyside Single Malt",Ian Macleod, Speyside Single Malt
21.0,1994.0,2015.0,53.10%,700,156.51000000000002,Craigellachie,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
22.0,1994.0,2016.0,55.50%,700,477.30000000000007,Craigellachie Exceptional Cask (Double Cask),"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
8.0,2008.0,2016.0,46.00%,700,49.95,Craigellachie,"Murray McDavid, Speyside Single Malt",Murray McDavid, Speyside Single Malt
